@relation '/home/lapsec/Documentos/Classificador/bases/NSL_KDD-master/KDDTrain+binary_class-weka.filters.unsupervised.attribute.Remove-R10-34,38-41-weka.filters.unsupervised.attribute.Remove-R10-12-weka.filters.unsupervised.attribute.Remove-R1,8-9'

@attribute protocol_type {icmp,tcp,udp}
@attribute service {IRC,Z39_50,aol,harvest,tftp_u,http_2784,http_8001,X11,urh_i,rje,auth,bgp,courier,csnet_ns,ctf,daytime,discard,domain,domain_u,echo,eco_i,ecr_i,red_i,tim_i,efs,exec,finger,ftp,ftp_data,pm_dump,gopher,hostnames,http,http_443,imap4,iso_tsap,klogin,kshell,ldap,link,login,mtp,name,netbios_dgm,netbios_ssn,netbios_ns,netstat,nnsp,nntp,ntp_u,other,pop_2,pop_3,printer,private,remote_job,shell,smtp,sql_net,ssh,sunrpc,supdup,systat,telnet,time,urp_i,uucp,uucp_path,vmnet,whois}
@attribute flag {REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land numeric
@attribute classe {0,1}

@data
icmp,ecr_i,SF,1032,0,0,1
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,other,SF,6062,0,0,0
tcp,ftp_data,SF,192,0,0,0
udp,domain_u,SF,43,83,0,0
tcp,daytime,S0,0,0,0,1
udp,other,SF,147,0,0,0
tcp,private,REJ,0,0,0,1
icmp,eco_i,SF,18,0,0,1
tcp,uucp_path,REJ,0,0,0,1
tcp,other,SF,15876,0,0,0
tcp,ftp_data,SF,245,0,0,0
tcp,http,SF,229,309,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,217,2316,0,0
tcp,http,SF,351,502,0,0
udp,domain_u,SF,43,127,0,0
udp,domain_u,SF,45,79,0,0
udp,private,SF,105,145,0,0
tcp,time,S0,0,0,0,1
tcp,link,S0,0,0,0,1
tcp,http_443,REJ,0,0,0,1
tcp,http,SF,201,733,0,0
tcp,http,SF,315,1157,0,0
tcp,http,SF,293,5790,0,0
tcp,smtp,SF,1242,404,0,0
tcp,ftp,S0,0,0,0,1
tcp,other,S0,0,0,0,1
tcp,supdup,S0,0,0,0,1
tcp,ftp_data,SF,12983,0,0,0
tcp,private,REJ,0,0,0,1
tcp,ftp_data,SF,383,0,0,0
tcp,systat,S0,0,0,0,1
tcp,http,SF,212,2251,0,0
udp,domain_u,SF,128,44,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,klogin,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,SF,1873,330,0,0
udp,other,SF,145,105,0,0
tcp,http,SF,302,1556,0,0
tcp,http,SF,224,13572,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,330,23972,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,supdup,S0,0,0,0,1
tcp,http,SF,291,421,0,0
tcp,iso_tsap,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,private,REJ,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,252,9432,0,0
tcp,ftp_data,REJ,0,0,0,1
tcp,other,RSTR,1,0,0,1
tcp,uucp,S0,0,0,0,1
tcp,http,SF,304,7195,0,0
tcp,other,RSTR,1,0,0,1
tcp,ftp_data,SF,245,0,0,0
tcp,http,SF,307,891,0,0
udp,domain_u,SF,44,133,0,0
icmp,eco_i,SF,8,0,0,1
tcp,imap4,S0,0,0,0,1
tcp,private,RSTOS0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,iso_tsap,REJ,0,0,0,1
tcp,http,SF,329,1695,0,0
tcp,smtp,SF,1184,326,0,0
tcp,http,SF,328,2431,0,0
tcp,http,SF,330,295,0,0
tcp,smtp,SF,2555,639,0,0
icmp,eco_i,SF,18,0,0,1
tcp,mtp,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,294,478,0,0
tcp,http,SF,206,2358,0,0
tcp,uucp_path,S0,0,0,0,1
icmp,eco_i,SF,30,0,0,0
tcp,private,S0,0,0,0,1
udp,domain_u,SF,46,81,0,0
tcp,nnsp,REJ,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,311,11336,0,0
udp,other,SF,145,105,0,0
icmp,eco_i,SF,8,0,0,1
tcp,nntp,S0,0,0,0,1
tcp,telnet,RSTO,0,0,0,1
tcp,Z39_50,S0,0,0,0,1
tcp,iso_tsap,REJ,0,0,0,1
tcp,discard,S0,0,0,0,1
tcp,kshell,S0,0,0,0,1
tcp,private,RSTR,1,0,0,1
tcp,http,SF,284,905,0,0
tcp,http,SF,223,17894,0,0
tcp,http,SF,255,35916,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
udp,domain_u,SF,34,34,0,0
tcp,iso_tsap,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ftp,RSTO,0,0,0,1
icmp,urp_i,SF,181,0,0,0
tcp,private,S0,0,0,0,1
icmp,ecr_i,SF,520,0,0,1
tcp,Z39_50,REJ,0,0,0,1
tcp,http,SF,227,3200,0,0
udp,domain_u,SF,46,127,0,0
tcp,ftp_data,S0,0,0,0,1
tcp,http,SF,260,796,0,0
tcp,telnet,S0,0,0,0,1
tcp,ftp_data,S0,0,0,0,1
tcp,http,SF,313,3132,0,0
udp,domain_u,SF,43,96,0,0
tcp,finger,SF,7,311,0,0
tcp,netbios_dgm,REJ,0,0,0,1
tcp,http,SF,230,1721,0,0
tcp,http,SF,248,237,0,0
tcp,private,RSTR,0,0,0,1
tcp,http,SF,250,1374,0,0
icmp,eco_i,SF,30,0,0,0
tcp,http,SF,279,5096,0,0
icmp,eco_i,SF,8,0,0,1
tcp,ctf,S0,0,0,0,1
tcp,echo,S0,0,0,0,1
tcp,smtp,SF,714,328,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,321,253,0,0
tcp,remote_job,S0,0,0,0,1
tcp,http,SF,276,13283,0,0
tcp,http,SF,230,294,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,ftp_data,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,212,1863,0,0
tcp,http,SF,306,2507,0,0
tcp,http,SF,190,473,0,0
tcp,netstat,S0,0,0,0,1
tcp,other,RSTR,1,0,0,1
tcp,uucp,S0,0,0,0,1
tcp,http,SF,231,307,0,0
tcp,http,SF,337,4453,0,0
tcp,private,REJ,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,Z39_50,REJ,0,0,0,1
tcp,bgp,S0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,sql_net,S0,0,0,0,1
tcp,printer,S0,0,0,0,1
tcp,smtp,SF,1557,330,0,0
tcp,csnet_ns,S0,0,0,0,1
tcp,bgp,S0,0,0,0,1
tcp,systat,REJ,0,0,0,1
udp,domain_u,SF,45,45,0,0
udp,domain_u,SF,45,131,0,0
tcp,http,SF,280,1228,0,0
tcp,http,SF,241,5976,0,0
tcp,http,SF,342,2787,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,265,2659,0,0
tcp,courier,S0,0,0,0,1
tcp,csnet_ns,S0,0,0,0,1
tcp,http,REJ,0,0,0,1
tcp,http,SF,294,8663,0,0
tcp,http,SF,208,835,0,0
tcp,http,SF,244,4431,0,0
tcp,http,SF,298,511,0,0
tcp,http,SF,229,942,0,0
tcp,http,SF,307,1705,0,0
tcp,http,SF,332,277,0,0
tcp,smtp,SF,1727,331,0,0
udp,domain_u,SF,44,70,0,0
tcp,ftp_data,SF,748,0,0,0
tcp,ftp_data,SF,374,0,0,0
tcp,http,SF,224,8230,0,0
tcp,bgp,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,smtp,SF,1021,331,0,0
tcp,http,SF,156,295,0,0
tcp,http,REJ,0,0,0,0
tcp,Z39_50,S0,0,0,0,1
tcp,smtp,SF,1362,538,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,229,980,0,0
tcp,http,SF,258,2760,0,0
icmp,eco_i,SF,8,0,0,1
udp,domain_u,SF,41,101,0,0
icmp,eco_i,SF,8,0,0,1
tcp,smtp,SF,3614,477,0,0
tcp,smtp,SF,1392,328,0,0
udp,domain_u,SF,44,92,0,0
tcp,link,REJ,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,152,249,0,0
tcp,private,RSTR,0,0,0,1
tcp,iso_tsap,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,http,SF,265,255,0,0
tcp,ftp_data,SF,245,0,0,0
udp,other,SF,145,105,0,0
tcp,http,SF,229,2698,0,0
tcp,http,SF,246,424,0,0
tcp,courier,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,time,S0,0,0,0,1
tcp,exec,S0,0,0,0,1
tcp,ctf,S0,0,0,0,1
udp,domain_u,SF,46,46,0,0
tcp,ftp_data,SF,192,0,0,0
tcp,smtp,SF,2395,360,0,0
icmp,urp_i,SF,78,0,0,0
udp,domain_u,SF,43,70,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,ftp,SF,290,903,0,0
tcp,http,SF,339,286,0,0
tcp,smtp,SF,1048,374,0,0
tcp,telnet,SF,344,10452,0,0
icmp,eco_i,SF,8,0,0,1
udp,ntp_u,SF,48,48,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,338,207,0,0
tcp,http,SF,217,10622,0,0
udp,other,SF,146,105,0,0
udp,domain_u,SF,44,132,0,0
tcp,http,SF,54540,8314,0,1
tcp,http,S0,204,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,218,14638,0,0
udp,domain_u,SF,43,129,0,0
tcp,vmnet,REJ,0,0,0,1
udp,domain_u,SF,45,128,0,0
tcp,http,SF,161,481,0,0
tcp,ftp,S0,0,0,0,1
tcp,http,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
icmp,eco_i,SF,30,0,0,0
tcp,http,SF,254,471,0,0
tcp,efs,S0,0,0,0,1
tcp,http,SF,342,293,0,0
udp,private,SF,1,0,0,1
tcp,http,SF,206,313,0,0
udp,domain_u,SF,42,42,0,0
tcp,private,S0,0,0,0,1
tcp,imap4,S0,0,0,0,1
tcp,uucp,RSTO,0,0,0,1
tcp,ftp,SF,299,903,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,auth,S0,0,0,0,1
tcp,ftp_data,SF,172,0,0,0
tcp,smtp,S0,0,0,0,1
tcp,http,SF,201,767,0,0
tcp,private,REJ,0,0,0,1
tcp,ftp_data,S0,0,0,0,1
tcp,http,SF,264,261,0,0
tcp,smtp,SF,2029,336,0,0
tcp,http,SF,212,1645,0,0
tcp,ftp_data,SF,2890,0,0,0
udp,domain_u,SF,46,132,0,0
tcp,nntp,S0,0,0,0,1
udp,domain_u,SF,43,43,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,private,RSTO,0,0,0,1
tcp,http,SF,335,285,0,0
tcp,http,SF,220,608,0,0
tcp,vmnet,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,ftp_data,SF,334,0,0,1
tcp,http,SF,255,380,0,0
tcp,private,S0,0,0,0,1
icmp,ecr_i,SF,30,0,0,0
udp,domain_u,SF,45,111,0,0
tcp,http,SF,345,1874,0,0
tcp,http,SF,164,4383,0,0
icmp,eco_i,SF,8,0,0,1
tcp,exec,S0,0,0,0,1
tcp,private,S0,0,0,0,1
udp,other,SF,147,105,0,0
tcp,daytime,S0,0,0,0,1
tcp,http,SF,272,236,0,0
tcp,private,S0,0,0,0,1
icmp,urp_i,SF,70,0,0,0
tcp,http,SF,157,26866,0,0
udp,domain_u,SF,44,147,0,0
tcp,auth,SF,6,31,0,1
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,1199,0,0,0
udp,private,SF,100,0,0,1
udp,domain_u,SF,43,70,0,0
udp,domain_u,SF,44,129,0,0
udp,domain_u,SF,43,43,0,0
tcp,smtp,SF,803,328,0,0
tcp,ftp,S0,0,0,0,1
tcp,smtp,SF,1452,473,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,159,33208,0,0
tcp,http,SF,165,15278,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,323,511,0,0
tcp,http,SF,338,1844,0,0
tcp,http,SF,347,3200,0,0
tcp,bgp,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,smtp,SF,800,475,0,0
tcp,gopher,S0,0,0,0,1
tcp,http,SF,273,4840,0,0
tcp,http,SF,226,1489,0,0
tcp,finger,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
udp,other,SF,146,105,0,0
tcp,finger,S0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
icmp,urp_i,SF,182,0,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ftp_data,S0,0,0,0,1
tcp,ftp_data,SF,14189,0,0,0
tcp,http,SF,54540,8314,0,1
tcp,private,RSTOS0,0,0,0,1
tcp,telnet,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,REJ,0,0,0,0
tcp,telnet,SF,866,21892,0,0
tcp,http,SF,243,973,0,0
tcp,http,SF,159,419,0,0
tcp,http,SF,279,765,0,0
tcp,ftp_data,SF,192,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,309,1517,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,195,1139,0,0
tcp,ftp_data,SF,192,0,0,0
tcp,http,SF,343,322,0,0
tcp,http,SF,263,3292,0,0
tcp,name,REJ,0,0,0,1
icmp,ecr_i,SF,520,0,0,1
tcp,smtp,SF,885,331,0,0
tcp,http,S0,0,0,0,0
udp,other,SF,147,105,0,0
tcp,finger,S0,0,0,0,1
tcp,link,S0,0,0,0,1
tcp,http,SF,206,1683,0,0
tcp,http,SF,241,417,0,0
udp,other,SF,146,105,0,0
tcp,uucp_path,S0,0,0,0,1
udp,domain_u,SF,46,129,0,0
udp,domain_u,SF,44,115,0,0
tcp,ldap,S0,0,0,0,1
tcp,http,SF,315,318,0,0
tcp,courier,S0,0,0,0,1
tcp,nnsp,REJ,0,0,0,1
udp,private,SF,105,147,0,0
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,274,1767,0,0
tcp,http,REJ,0,0,0,0
tcp,smtp,SF,677,334,0,0
tcp,Z39_50,S0,0,0,0,1
tcp,ctf,S0,0,0,0,1
tcp,ftp_data,SF,334,0,0,1
tcp,uucp_path,REJ,0,0,0,1
tcp,http,SF,225,267,0,0
tcp,http,SF,246,12382,0,0
tcp,auth,S0,0,0,0,1
tcp,http,SF,326,3508,0,0
tcp,http,SF,226,1282,0,0
udp,domain_u,SF,45,136,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,504,10261,0,0
tcp,smtp,SF,1257,386,0,0
tcp,smtp,SF,2582,330,0,0
tcp,rje,RSTR,1,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,223,3488,0,0
udp,other,SF,147,105,0,0
tcp,http,SF,330,373,0,0
tcp,http,REJ,0,0,0,0
tcp,http,SF,221,916,0,0
tcp,Z39_50,S0,0,0,0,1
udp,domain_u,SF,44,123,0,0
tcp,http,SF,281,644,0,0
tcp,http,SF,301,2698,0,0
udp,private,SF,105,146,0,0
tcp,http,SF,324,44211,0,0
tcp,http,SF,300,1515,0,0
tcp,http,SF,218,802,0,0
tcp,http,SF,152,484,0,0
tcp,ftp,RSTO,0,0,0,1
tcp,http,SF,257,2220,0,0
tcp,http,SF,202,1784,0,0
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,334,0,0,1
tcp,http,SF,244,2431,0,0
tcp,http,SF,270,16494,0,0
tcp,ftp_data,SF,491,0,0,0
tcp,imap4,S0,0,0,0,1
tcp,name,REJ,0,0,0,1
tcp,smtp,SF,745,333,0,0
tcp,efs,S0,0,0,0,1
tcp,http,SF,192,10734,0,0
tcp,nnsp,S0,0,0,0,1
tcp,http,SF,220,190,0,0
tcp,http,SF,298,1075,0,0
tcp,http,SF,273,5498,0,0
tcp,http,REJ,0,0,0,0
tcp,uucp,S0,0,0,0,1
icmp,ecr_i,SF,30,0,0,0
tcp,http,SF,276,319,0,0
tcp,ftp_data,SF,768,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,216,2602,0,0
tcp,netstat,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
udp,domain_u,SF,43,43,0,0
tcp,time,S0,0,0,0,1
tcp,ftp,SF,276,903,0,0
icmp,eco_i,SF,8,0,0,1
tcp,login,S0,0,0,0,1
udp,private,SF,1,0,0,1
tcp,private,S0,0,0,0,1
tcp,finger,SF,8,141,0,0
tcp,iso_tsap,S0,0,0,0,1
tcp,http,SF,207,660,0,0
tcp,netbios_dgm,S0,0,0,0,1
tcp,http,SF,332,5548,0,0
tcp,whois,S0,0,0,0,1
tcp,http,SF,246,515,0,0
tcp,http,SF,290,246,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,345,515,0,0
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,304,3222,0,0
tcp,ftp_data,SF,245,0,0,0
tcp,nnsp,S0,0,0,0,1
tcp,http,SF,209,1155,0,0
tcp,http,REJ,0,0,0,0
tcp,http,SF,368,1366,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
tcp,http,SF,361,253,0,0
tcp,http,SF,312,2628,0,0
udp,domain_u,SF,45,120,0,0
tcp,telnet,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,RSTO,0,0,0,0
tcp,ftp,SF,1178,2447,0,1
udp,domain_u,SF,43,134,0,0
tcp,telnet,S0,0,0,0,1
tcp,http,SF,237,4580,0,0
tcp,http,REJ,0,0,0,0
tcp,finger,SF,9,44,0,1
tcp,auth,SF,10,39,0,0
udp,domain_u,SF,44,133,0,0
tcp,nnsp,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,326,6639,0,0
tcp,mtp,S0,0,0,0,1
tcp,pop_3,SF,49,2553,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,SF,344,696,0,0
tcp,http,SF,196,585,0,0
tcp,imap4,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
udp,domain_u,SF,43,131,0,0
tcp,http,SF,221,1321,0,0
tcp,http,SF,293,2530,0,0
tcp,smtp,SF,691,330,0,0
tcp,http,REJ,0,0,0,0
tcp,supdup,SH,0,0,0,1
tcp,sql_net,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,discard,RSTO,0,0,0,1
tcp,other,REJ,0,0,0,1
icmp,eco_i,SF,30,0,0,0
tcp,http,SF,242,1047,0,0
tcp,http,SF,217,402,0,0
tcp,discard,S0,0,0,0,1
tcp,smtp,SF,944,333,0,0
tcp,courier,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,226,686,0,0
tcp,smtp,SF,531,386,0,0
tcp,http,S0,0,0,0,1
tcp,ftp_data,SF,373,0,0,0
tcp,http,SF,292,2946,0,0
udp,domain_u,SF,45,132,0,0
tcp,link,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,REJ,0,0,0,0
icmp,urp_i,SF,181,0,0,0
udp,domain_u,SF,41,41,0,0
udp,other,SF,113,0,0,0
tcp,http,SF,242,1991,0,0
tcp,http,SF,289,2441,0,0
tcp,private,S0,0,0,0,1
tcp,bgp,S0,0,0,0,1
icmp,ecr_i,SF,1480,0,0,1
tcp,telnet,S0,0,0,0,1
tcp,private,S0,0,0,0,1
udp,domain_u,SF,78,45,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,217,1030,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
icmp,eco_i,SF,18,0,0,1
tcp,private,RSTR,1,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,325,1047,0,0
tcp,http,SF,302,2569,0,0
tcp,whois,REJ,0,0,0,1
tcp,ftp_data,S1,2192552,0,0,0
udp,other,SF,145,105,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,209,29055,0,0
tcp,http,SF,229,5082,0,0
tcp,ftp_data,SF,3834,0,0,0
tcp,http,SF,319,1856,0,0
tcp,http,SF,302,455,0,0
tcp,http,SF,229,5558,0,0
tcp,smtp,SF,904,331,0,0
tcp,ftp,RSTO,0,0,0,1
tcp,http,SF,364,4090,0,0
tcp,csnet_ns,S0,0,0,0,1
tcp,bgp,S0,0,0,0,1
tcp,http,SF,323,2745,0,0
tcp,http,SF,222,566,0,0
icmp,eco_i,SF,30,0,0,0
tcp,http,SF,202,511,0,0
tcp,http,SF,254,3200,0,0
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,1199,0,0,0
icmp,ecr_i,SF,520,0,0,1
tcp,http,SF,284,1295,0,0
icmp,eco_i,SF,30,0,0,0
tcp,private,S0,0,0,0,1
udp,domain_u,SF,44,74,0,0
tcp,http,SF,319,2452,0,0
icmp,eco_i,SF,18,0,0,1
tcp,http,SF,224,852,0,0
tcp,http,SF,195,1042,0,0
udp,other,SF,147,105,0,0
tcp,http,SF,192,22458,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,320,18798,0,0
tcp,private,S0,0,0,0,1
udp,domain_u,SF,45,125,0,0
tcp,iso_tsap,REJ,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,278,1155,0,0
udp,domain_u,SF,46,117,0,0
tcp,http,SF,211,3218,0,0
udp,domain_u,SF,29,0,0,0
tcp,http,SF,340,11773,0,0
tcp,sunrpc,S0,0,0,0,1
tcp,http,SF,0,0,0,1
tcp,ftp_data,SF,40494,0,0,0
tcp,private,REJ,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,SF,238,408,0,0
tcp,smtp,SF,1654,335,0,0
tcp,smtp,SF,745,331,0,0
tcp,time,S0,0,0,0,1
tcp,sunrpc,S0,0,0,0,1
tcp,exec,RSTO,0,0,0,1
tcp,other,REJ,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,http,REJ,0,0,0,0
icmp,ecr_i,SF,1032,0,0,1
udp,other,SF,146,105,0,0
tcp,private,S0,0,0,0,1
tcp,telnet,S0,0,0,0,1
tcp,http,SF,234,2229,0,0
tcp,http,SF,235,2015,0,0
tcp,http,SF,310,3222,0,0
tcp,http,SF,148,3687,0,0
tcp,daytime,S0,0,0,0,1
tcp,ftp_data,SF,2881,0,0,0
tcp,ftp_data,SF,5336,0,0,0
tcp,ftp_data,SF,88382,0,0,0
tcp,http,SF,235,309,0,0
tcp,smtp,SF,1442,280,0,0
tcp,IRC,RSTR,1033,8573,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,SF,1064,483,0,0
tcp,ftp_data,SF,5133876,0,0,1
tcp,http,SF,256,7546,0,0
tcp,ftp_data,SF,0,5014,0,1
udp,domain_u,SF,45,114,0,0
tcp,supdup,S0,0,0,0,1
tcp,private,RSTR,0,0,0,1
tcp,other,S0,0,0,0,1
tcp,private,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,318,657,0,0
tcp,ftp_data,S3,40495,0,0,0
udp,private,SF,28,0,0,1
tcp,private,REJ,0,0,0,1
tcp,ftp_data,SF,1690,0,0,0
tcp,ftp_data,SF,740,0,0,0
tcp,exec,S0,0,0,0,1
udp,other,SF,146,105,0,0
tcp,http,SF,230,1556,0,0
tcp,http,SF,262,1364,0,0
tcp,http,SF,317,2099,0,0
tcp,http,SF,192,759,0,0
tcp,http,SF,292,2752,0,0
tcp,http,SF,54540,8314,0,1
tcp,smtp,SF,1739,334,0,0
tcp,auth,SF,10,37,0,0
tcp,ftp,SF,953,2720,0,0
tcp,http,SF,332,5561,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,private,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,277,5376,0,0
tcp,ftp_data,SF,965,0,0,0
tcp,finger,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
udp,domain_u,SF,42,42,0,0
tcp,ftp_data,SF,35195,0,0,0
udp,domain_u,SF,44,44,0,0
icmp,eco_i,SF,30,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,285,671,0,0
tcp,http,SF,323,1307,0,0
tcp,http,SF,54540,8314,0,1
tcp,bgp,REJ,0,0,0,1
tcp,http,SF,210,263,0,0
tcp,private,REJ,0,0,0,1
tcp,supdup,S0,0,0,0,1
tcp,http,SF,210,762,0,0
tcp,http,SF,247,6534,0,0
tcp,smtp,SF,886,332,0,0
tcp,smtp,SF,1172,335,0,0
tcp,nnsp,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,smtp,SF,1572,335,0,0
tcp,http,SF,192,294,0,0
tcp,smtp,SF,895,360,0,0
tcp,http,SF,213,24572,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,201,3428,0,0
tcp,http,SF,254,1092,0,0
tcp,http,SF,220,4265,0,0
tcp,klogin,S0,0,0,0,1
tcp,http,SF,338,1523,0,0
tcp,http_443,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
icmp,eco_i,SF,8,0,0,1
udp,other,SF,147,105,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,278,4578,0,0
icmp,ecr_i,SF,520,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,204,44979,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,telnet,SF,105,1399,0,0
tcp,smtp,SF,6071,390,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
udp,private,SF,1,0,0,1
tcp,http,SF,302,1220,0,0
tcp,kshell,REJ,0,0,0,1
tcp,ftp_data,SF,190,0,0,0
tcp,auth,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,klogin,S0,0,0,0,1
tcp,http,SF,317,1719,0,0
tcp,http,SF,248,1875,0,0
tcp,private,S0,0,0,0,1
tcp,mtp,S0,0,0,0,1
tcp,mtp,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,other,RSTR,1,0,0,1
tcp,ftp_data,SF,15722,0,0,0
udp,private,SF,28,0,0,1
tcp,http,SF,358,442,0,0
tcp,ctf,S0,0,0,0,1
tcp,http,S0,0,0,0,1
tcp,ftp,S0,0,0,0,1
tcp,http,SF,275,8042,0,0
tcp,http,SF,244,238,0,0
tcp,http,SF,224,15506,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,220,1046,0,0
tcp,finger,SF,9,273,0,0
udp,domain_u,SF,45,167,0,0
tcp,http,SF,299,1112,0,0
tcp,ctf,S0,0,0,0,1
udp,domain_u,SF,45,135,0,0
tcp,http,REJ,0,0,0,0
tcp,private,S0,0,0,0,1
tcp,smtp,S0,0,0,0,1
tcp,courier,S0,0,0,0,1
tcp,http,SF,220,2714,0,0
